Qid	Query	Rank	SubsectionText	ChapterTitle	SectionTitle	SubsectionTitle	Keywords
5	my tenant paid for some repairs in my rental unit. is this taxable?	2	(b) Definitions For purposes of this section (1) Cooperative housing corporation The term cooperative housing corporation means a corporation (A) having one and only one class of stock outstanding, (B) each of the stockholders of which is entitled, solely by reason of his ownership of stock in the corporation, to occupy for dwelling purposes a house, or an apartment in a building, owned or leased by such corporation, (C) no stockholder of which is entitled (either conditionally or unconditionally) to receive any distribution not out of earnings and profits of the corporation except on a complete or partial liquidation of the corporation, and (D) meeting 1 or more of the following requirements for the taxable year in which the taxes and interest described in subsection (a) are paid or incurred: (i) 80 percent or more of the corporations gross income for such taxable year is derived from tenant-stockholders. (ii) At all times during such taxable year, 80 percent or more of the total square footage of the corporations property is used or available for use by the tenant-stockholders for residential purposes or purposes ancillary to such residential use. (iii) 90 percent or more of the expenditures of the corporation paid or incurred during such taxable year are paid or incurred for the acquisition, construction, management, maintenance, or care of the corporations property for the benefit of the tenant-stockholders. (2) Tenant-stockholder The term tenant-stockholder means a person who is a stockholder in a cooperative housing corporation, and whose stock is fully paid-up in an amount not less than an amount shown to the satisfaction of the Secretary as bearing a reasonable relationship to the portion of the value of the corporations equity in the houses or apartment building and the land on which situated which is attributable to the house or apartment which such person is entitled to occupy. (3) Tenant-stockholders proportionate share (A) In general Except as provided in subparagraph (B), the term tenant-stockholders proportionate share means that proportion which the stock of the cooperative housing corporation owned by the tenant-stockholder is of the total outstanding stock of the corporation (including any stock held by the corporation). (B) Special rule where allocation of taxes or interest reflect cost to corporation of stockholders unit (i) In general If, for any taxable year (I) each dwelling unit owned or leased by a cooperative housing corporation is separately allocated a share of such corporations real estate taxes described in subsection (a)(1) or a share of such corporations interest described in subsection (a)(2), and (II) such allocations reasonably reflect the cost to such corporation of such taxes, or of such interest, attributable to the tenant-stockholders dwelling unit (and such units share of the common areas), then the term tenant-stockholders proportionate share means the shares determined in accordance with the allocations described in subclause (II). (ii) Election by corporation required Clause (i) shall apply with respect to any cooperative housing corporation only if such corporation elects its application. Such an election, once made, may be revoked only with the consent of the Secretary. (4) Stock owned by governmental units For purposes of this subsection, in determining whether a corporation is a cooperative housing corporation, stock owned and apartments leased by the United States or any of its possessions, a State or any political subdivision thereof, or any agency or instrumentality of the foregoing empowered to acquire shares in a cooperative housing corporation for the purpose of providing housing facilities, shall not be taken into account. (5) Prior approval of occupancy For purposes of this section, in the following cases there shall not be taken into account the fact that (by agreement with the cooperative housing corporation) the person or his nominee may not occupy the house or apartment without the prior approval of such corporation: (A) In any case where a person acquires stock of a cooperative housing corporation by operation of law. (B) In any case where a person other than an individual acquires stock of a cooperative housing corporation. (C) In any case where the original seller acquires any stock of the cooperative housing corporation from the corporation not later than 1 year after the date on which the apartments or houses (or leaseholds therein) are transferred by the original seller to the corporation. (6) Original seller defined For purposes of paragraph (5), the term original seller means the person from whom the corporation has acquired the apartments or houses (or leaseholds therein).	Income Taxes - NORMAL TAXES AND SURTAXES	Computation of Taxable Income - ADDITIONAL ITEMIZED DEDUCTIONS FOR INDIVIDUALS	Deduction of taxes, interest, and business depreciation by cooperative housing corporation tenant - Definitions	term tenant-stockholders proportionate share means, term cooperative housing corporation means, term original seller means, corporations real estate taxes, cooperative housing corporation owned, term tenant-stockholder means, tenant-stockholders proportionate share, providing housing facilities, political subdivision thereof, total square footage, original seller acquires, original seller defined, cooperative housing corporation, corporations gross income, tenant-stockholders dwelling unit, individual acquires stock, dwelling unit owned, total outstanding stock, person acquires stock, original seller, interest reflect cost, units share, corporations property, corporations equity, stock outstanding, stock owned, corporations interest, stockholders unit, dwelling purposes, corporation required, corporation elects, shares determined, partial liquidation, prior approval, common areas, reasonable relationship, foregoing empowered, separately allocated, united states, acquire shares, governmental units, fully paid-, special rule, stock held, taxable year, amount shown, purposes ancillary, corporation paid, residential purposes, share, apartment building, tenant-stockholders, apartments leased, owned, corporation, cost, reflect, stock, 1 year, taxes, interest, tenant-stockholder, residential, stockholders, amount, building, purposes, leased, apartments, paid, person, apartment, consent, including, possessions, proportion, state, benefit, allocations, entitled, secretary, acquired, house, election, operation, attributable, situated, provided, fact, conditionally, apply, agreement, houses, reason, respect, care, revoked, receive, determining, times, instrumentality, meeting 1, satisfaction, stockholder, 80 percent, management, occupancy, occupy, maintenance, construction, cases, account, made, leaseholds, accordance, transferred, distribution, solely, acquisition, bearing, nominee, 90 percent, general, complete, expenditures, requirements, agency, application, earnings, derived, allocation, purpose, ownership, date, law, class, incurred, land, unconditionally, portion, definitions, profits
5	my tenant paid for some repairs in my rental unit. is this taxable?	3	(g) Special rule for certain rental use Notwithstanding any other provision of this section or section 183, if a dwelling unit is used during the taxable year by the taxpayer as a residence and such dwelling unit is actually rented for less than 15 days during the taxable year, then (1) no deduction otherwise allowable under this chapter because of the rental use of such dwelling unit shall be allowed, and (2) the income derived from such use for the taxable year shall not be included in the gross income of such taxpayer under section 61.	Income Taxes - NORMAL TAXES AND SURTAXES	Computation of Taxable Income - ITEMS NOT DEDUCTIBLE	Disallowance of certain expenses in connection with business use of home, rental of vacation homes, etc. - Special rule for certain rental use	gross income, dwelling unit, special rule, income derived, taxable year, rented, 15 days, allowed, taxpayer, rental, deduction, included, residence, notwithstanding, provision, allowable
5	my tenant paid for some repairs in my rental unit. is this taxable?	4	(d) Qualified residential rental project For purposes of this section (1) In general The term qualified residential rental project means any project for residential rental property if, at all times during the qualified project period, such project meets the requirements of subparagraph (A) or (B), whichever is elected by the issuer at the time of the issuance of the issue with respect to such project: (A) 2050 test The project meets the requirements of this subparagraph if 20 percent or more of the residential units in such project are occupied by individuals whose income is 50 percent or less of area median gross income. (B) 4060 test The project meets the requirements of this subparagraph if 40 percent or more of the residential units in such project are occupied by individuals whose income is 60 percent or less of area median gross income. For purposes of this paragraph, any property shall not be treated as failing to be residential rental property merely because part of the building in which such property is located is used for purposes other than residential rental purposes. (2) Definitions and special rules For purposes of this subsection (A) Qualified project period The term qualified project period means the period beginning on the 1st day on which 10 percent of the residential units in the project are occupied and ending on the latest of (i) the date which is 15 years after the date on which 50 percent of the residential units in the project are occupied, (ii) the 1st day on which no tax-exempt private activity bond issued with respect to the project is outstanding, or (iii) the date on which any assistance provided with respect to the project under section 8 of the United States Housing Act of 1937 terminates. (B) Income of individuals; area median gross income (i) In general The income of individuals and area median gross income shall be determined by the Secretary in a manner consistent with determinations of lower income families and area median gross income under section 8 of the United States Housing Act of 1937 (or, if such program is terminated, under such program as in effect immediately before such termination). Determinations under the preceding sentence shall include adjustments for family size. Subsections (g) and (h) of section 7872 shall not apply in determining the income of individuals under this subparagraph. (ii) Special rule relating to basic housing allowances For purposes of determining income under this subparagraph, payments under section 403 of title 37 , United States Code, as a basic pay allowance for housing shall be disregarded with respect to any qualified building. (iii) Qualified building For purposes of clause (ii), the term qualified building means any building located (I) in any county in which is located a qualified military installation to which the number of members of the Armed Forces of the United States assigned to units based out of such qualified military installation, as of June 1, 2008 , has increased by not less than 20 percent, as compared to such number on December 31, 2005 , or (II) in any county adjacent to a county described in subclause (I). (iv) Qualified military installation For purposes of clause (iii), the term qualified military installation means any military installation or facility the number of members of the Armed Forces of the United States assigned to which, as of June 1, 2008 , is not less than 1,000. (C) Students Rules similar to the rules of 42(i)(3)(D) [1] shall apply for purposes of this subsection. (D) Single-room occupancy units A unit shall not fail to be treated as a residential unit merely because such unit is a single-room occupancy unit (within the meaning of section 42). (E) Hold harmless for reductions in area median gross income (i) In general Any determination of area median gross income under subparagraph (B) with respect to any project for any calendar year after 2008 shall not be less than the area median gross income determined under such subparagraph with respect to such project for the calendar year preceding the calendar year for which such determination is made. (ii) Special rule for certain census changes In the case of a HUD hold harmless impacted project, the area median gross income with respect to such project for any calendar year after 2008 (hereafter in this clause referred to as the current calendar year) shall be the greater of the amount determined without regard to this clause or the sum of (I) the area median gross income determined under the HUD hold harmless policy with respect to such project for calendar year 2008, plus (II) any increase in the area median gross income determined under subparagraph (B) (determined without regard to the HUD hold harmless policy and this subparagraph) with respect to such project for the current calendar year over the area median gross income (as so determined) with respect to such project for calendar year 2008. (iii) HUD hold harmless policy The term HUD hold harmless policy means the regulations under which a policy similar to the rules of clause (i) applied to prevent a change in the method of determining area median gross income from resulting in a reduction in the area median gross income determined with respect to certain projects in calendar years 2007 and 2008. (iv) HUD hold harmless impacted project The term HUD hold harmless impacted project means any project with respect to which area median gross income was determined under subparagraph (B) for calendar year 2007 or 2008 if such determination would have been less but for the HUD hold harmless policy. (3) Current income determinations For purposes of this subsection (A) In general The determination of whether the income of a resident of a unit in a project exceeds the applicable income limit shall be made at least annually on the basis of the current income of the resident. The preceding sentence shall not apply with respect to any project for any year if during such year no residential unit in the project is occupied by a new resident whose income exceeds the applicable income limit. (B) Continuing residents income may increase above the applicable limit If the income of a resident of a unit in a project did not exceed the applicable income limit upon commencement of such residents occupancy of such unit (or as of any prior determination under subparagraph (A)), the income of such resident shall be treated as continuing to not exceed the applicable income limit. The preceding sentence shall cease to apply to any resident whose income as of the most recent determination under subparagraph (A) exceeds 140 percent of the applicable income limit if after such determination, but before the next determination, any residential unit of comparable or smaller size in the same project is occupied by a new resident whose income exceeds the applicable income limit. (C) Exception for projects with respect to which affordable housing credit is allowed In the case of a project with respect to which credit is allowed under section 42, the second sentence of subparagraph (B) shall be applied by substituting building (within the meaning of section 42) for project. (4) Special rule in case of deep rent skewing (A) In general In the case of any project described in subparagraph (B), the 2d sentence of subparagraph (B) of paragraph (3) shall be applied by substituting (i) 170 percent for 140 percent, and (ii) any low-income unit in the same project is occupied by a new resident whose income exceeds 40 percent of area median gross income for any residential unit of comparable or smaller size in the same project is occupied by a new resident whose income exceeds the applicable income limit. (B) Deep rent skewed project A project is described in this subparagraph if the owner of the project elects to have this paragraph apply and, at all times during the qualified project period, such project meets the requirements of clauses (i), (ii), and (iii): (i) The project meets the requirements of this clause if 15 percent or more of the low-income units in the project are occupied by individuals whose income is 40 percent or less of area median gross income. (ii) The project meets the requirements of this clause if the gross rent with respect to each low-income unit in the project does not exceed 30 percent of the applicable income limit which applies to individuals occupying the unit. (iii) The project meets the requirements of this clause if the gross rent with respect to each low-income unit in the project does not exceed ½ of the average gross rent with respect to units of comparable size which are not occupied by individuals who meet the applicable income limit. (C) Definitions applicable to subparagraph (B) For purposes of subparagraph (B) (i) Low-income unit The term low-income unit means any unit which is required to be occupied by individuals who meet the applicable income limit. (ii) Gross rent The term gross rent includes (I) any payment under section 8 of the United States Housing Act of 1937, and (II) any utility allowance determined by the Secretary after taking into account such determinations under such section 8. (5) Applicable income limit For purposes of paragraphs (3) and (4), the term applicable income limit means (A) the limitation under subparagraph (A) or (B) of paragraph (1) which applies to the project, or (B) in the case of a unit to which paragraph (4)(B)(i) applies, the limitation which applies to such unit. (6) Special rule for certain high cost housing area In the case of a project located in a city having 5 boroughs and a population in excess of 5,000,000, subparagraph (B) of paragraph (1) shall be applied by substituting 25 percent for 40 percent. (7) Certification to Secretary The operator of any project with respect to which an election was made under this subsection shall submit to the Secretary (at such time and in such manner as the Secretary shall prescribe) an annual certification as to whether such project continues to meet the requirements of this subsection. Any failure to comply with the provisions of the preceding sentence shall not affect the tax-exempt status of any bond but shall subject the operator to penalty, as provided in section 6652(j).	Income Taxes - NORMAL TAXES AND SURTAXES	Computation of Taxable Income - TAX EXEMPTION REQUIREMENTS FOR STATE AND LOCAL BONDS - Private Activity Bonds	Exempt facility bond - Qualified residential rental project	term hud hold harmless impacted project means, term hud hold harmless policy means, term qualified residential rental project means, hud hold harmless impacted project, tax-exempt private activity bond issued, term qualified military installation means, term applicable income limit means, term qualified project period means, area median gross income determined, determining area median gross income, hud hold harmless policy, term qualified building means, term gross rent includes, high cost housing area, area median gross income, term low-income unit means, united states housing act, deep rent skewed project, qualified residential rental project, united states code, united states assigned, qualified military installation, average gross rent, deep rent skewing, basic housing allowances, hold harmless, applicable income limit, basic pay allowance, lower income families, utility allowance determined, qualified project period, residential rental property, affordable housing credit, single-room occupancy units, residential rental purposes, continuing residents income, special rule relating, single-room occupancy unit, students rules similar, current income determinations, current calendar year, gross rent, calendar year preceding, policy similar, income exceeds 40 percent, military installation, applicable limit, current income, qualified building, determining income, tax-exempt status, period beginning, residents occupancy, income exceeds, amount determined, residential units, definitions applicable, special rule, calendar year, calendar year 2007, calendar year 2008, residential unit, low-income units, project exceeds, preceding sentence, low-income unit, effect immediately, include adjustments, armed forces, 1st day, family size, units based, smaller size, special rules, project elects, project meets, project continues, substituting building, 2d sentence, calendar years 2007, building located, manner consistent, assistance provided, annual certification, exceeds 140 percent, project located, county adjacent, comparable size, housing, recent determination, prior determination, individuals occupying, bond, substituting 25 percent, income, determined, determining, exceed 30 percent, building, year, continuing, property, credit, units, project, sentence, rules, unit, substituting, certification, determinations, 15 years, manner, located, provided, definitions, comparable, county, 50 percent, 15 percent, 140 percent, 40 percent, 170 percent, 10 percent, 20 percent, 60 percent, exceed ½, exceed, determination, purposes, individuals, allowed, reductions, comply, ending, cease, issuer, penalty, program, june 1, increased, provisions, account, operator, disregarded, whichever, projects, annually, payments, affect, referred, secretary, prevent, 5 boroughs, elected, election, respect, subject, sum, december 31, issue, method, city, applies, members, meet, change, limitation, taking, times, resulting, facility, excess, number, owner, apply, terminated, basis, submit, reduction, 4060 test, clauses, failure, part, population, applied, exception, made, census, treated, required, outstanding, resident, general, fail, 1937 terminates, 2050 test, occupied, greater, compared, requirements, regulations, meaning, issuance, date, title 37, payment, failing, prescribe, time, termination, increase, commencement, latest
5	my tenant paid for some repairs in my rental unit. is this taxable?	5	(e) Expenses attributable to rental (1) In general In any case where a taxpayer who is an individual or an S corporation uses a dwelling unit for personal purposes on any day during the taxable year (whether or not he is treated under this section as using such unit as a residence), the amount deductible under this chapter with respect to expenses attributable to the rental of the unit (or portion thereof) for the taxable year shall not exceed an amount which bears the same relationship to such expenses as the number of days during each year that the unit (or portion thereof) is rented at a fair rental bears to the total number of days during such year that the unit (or portion thereof) is used. (2) Exception for deductions otherwise allowable This subsection shall not apply with respect to deductions which would be allowable under this chapter for the taxable year whether or not such unit (or portion thereof) was rented.	Income Taxes - NORMAL TAXES AND SURTAXES	Computation of Taxable Income - ITEMS NOT DEDUCTIBLE	Disallowance of certain expenses in connection with business use of home, rental of vacation homes, etc. - Expenses attributable to rental	fair rental bears, personal purposes, portion thereof, expenses attributable, taxable year, amount deductible, total number, dwelling unit, bears, expenses, rental, year, number, amount, unit, exceed, general, individual, respect, rented, taxpayer, corporation, apply, allowable, relationship, deductions, day, exception, residence, days, treated
6	what is the maximum allowed IRA limit	1	(c) Treatment of contributions (1) No deduction allowed No deduction shall be allowed under section 219 for a contribution to a Roth IRA. (2) Contribution limit The aggregate amount of contributions for any taxable year to all Roth IRAs maintained for the benefit of an individual shall not exceed the excess (if any) of (A) the maximum amount allowable as a deduction under section 219 with respect to such individual for such taxable year (computed without regard to subsection (d)(1) or (g) of such section), over (B) the aggregate amount of contributions for such taxable year to all other individual retirement plans (other than Roth IRAs) maintained for the benefit of the individual. (3) Limits based on modified adjusted gross income (A) Dollar limit The amount determined under paragraph (2) for any taxable year shall not exceed an amount equal to the amount determined under paragraph (2)(A) for such taxable year, reduced (but not below zero) by the amount which bears the same ratio to such amount as (i) the excess of (I) the taxpayers adjusted gross income for such taxable year, over (II) the applicable dollar amount, bears to (ii) $15,000 ($10,000 in the case of a joint return or a married individual filing a separate return). The rules of subparagraphs (B) and (C) of section 219(g)(2) shall apply to any reduction under this subparagraph. (B) Definitions For purposes of this paragraph (i) adjusted gross income shall be determined in the same manner as under section 219(g)(3), except that any amount included in gross income under subsection (d)(3) shall not be taken into account, and (ii) the applicable dollar amount is (I) in the case of a taxpayer filing a joint return, $150,000, (II) in the case of any other taxpayer (other than a married individual filing a separate return), $95,000, and (III) in the case of a married individual filing a separate return, zero. (C) Marital status Section 219(g)(4) shall apply for purposes of this paragraph. (D) Inflation adjustment In the case of any taxable year beginning in a calendar year after 2006, the dollar amounts in subclauses (I) and (II) of subparagraph (B)(ii) shall each be increased by an amount equal to (i) such dollar amount, multiplied by (ii) the cost-of-living adjustment determined under section 1(f)(3) for the calendar year in which the taxable year begins, determined by substituting calendar year 2005 for calendar year 1992 in subparagraph (B) thereof. Any increase determined under the preceding sentence shall be rounded to the nearest multiple of $1,000. (4) Contributions permitted after age 70½ Contributions to a Roth IRA may be made even after the individual for whom the account is maintained has attained age 70½. (5) Mandatory distribution rules not to apply before death Notwithstanding subsections (a)(6) and (b)(3) of section 408 (relating to required distributions), the following provisions shall not apply to any Roth IRA: (A) Section 401(a)(9)(A). (B) The incidental death benefit requirements of section 401(a). (6) Rollover contributions (A) In general No rollover contribution may be made to a Roth IRA unless it is a qualified rollover contribution. (B) Coordination with limit A qualified rollover contribution shall not be taken into account for purposes of paragraph (2). (7) Time when contributions made For purposes of this section, the rule of section 219(f)(3) shall apply.	Income Taxes - NORMAL TAXES AND SURTAXES	Deferred Compensation, Etc. - PENSION, PROFIT - General Rule	Roth IRAs - Treatment of contributions	modified adjusted gross income, taxpayers adjusted gross income, incidental death benefit requirements, adjusted gross income, maximum amount allowable, individual retirement plans, mandatory distribution rules, married individual filing, qualified rollover contribution, substituting calendar year 2005, taxable year beginning, taxable year begins, applicable dollar amount, cost-of-living adjustment determined, gross income, roth iras maintained, death notwithstanding, rollover contribution, roth iras, calendar year, calendar year 1992, taxable year, inflation adjustment, dollar amount, dollar amounts, taxpayer filing, roth ira, amount equal, amount included, aggregate amount, rollover contributions, dollar limit, marital status, limits based, joint return, separate return, nearest multiple, attained age 70½, preceding sentence, required distributions, amount determined, contribution limit, increase determined, age 70½ contributions, contributions permitted, contributions made, deduction allowed, contribution, amount, rules, benefit, individual, determined, maintained, limit, contributions, taxpayer, allowed, deduction, made, rounded, coordination, ratio, relating, treatment, increased, provisions, subclauses, reduced, exceed, computed, apply, multiplied, excess, thereof, respect, bears, reduction, general, account, purposes, manner, rule, time, definitions
6	what is the maximum allowed IRA limit	2	(c) Kay Bailey Hutchison Spousal IRA (1) In general In the case of an individual to whom this paragraph applies for the taxable year, the limitation of paragraph (1) of subsection (b) shall be equal to the lesser of (A) the dollar amount in effect under subsection (b)(1)(A) for the taxable year, or (B) the sum of (i) the compensation includible in such individuals gross income for the taxable year, plus (ii) the compensation includible in the gross income of such individuals spouse for the taxable year reduced by (I) the amount allowed as a deduction under subsection (a) to such spouse for such taxable year, (II) the amount of any designated nondeductible contribution (as defined in section 408( o )) on behalf of such spouse for such taxable year, and (III) the amount of any contribution on behalf of such spouse to a Roth IRA under section 408A for such taxable year. (2) Individuals to whom paragraph (1) applies Paragraph (1) shall apply to any individual if (A) such individual files a joint return for the taxable year, and (B) the amount of compensation (if any) includible in such individuals gross income for the taxable year is less than the compensation includible in the gross income of such individuals spouse for the taxable year.	Income Taxes - NORMAL TAXES AND SURTAXES	Computation of Taxable Income - ADDITIONAL ITEMIZED DEDUCTIONS FOR INDIVIDUALS	Retirement savings - Kay Bailey Hutchison Spousal IRA	kay bailey hutchison spousal ira, designated nondeductible contribution, taxable year reduced, individuals gross income, roth ira, gross income, taxable year, joint return, individuals spouse, compensation includible, amount allowed, dollar amount, individual files, individuals, contribution, compensation, includible, spouse, amount, individual, defined, general, apply, deduction, sum, effect, behalf, limitation, 408a, equal, lesser, applies
6	what is the maximum allowed IRA limit	3	(c) Definitions and rules relating to designated Roth contributions For purposes of this section (1) Designated Roth contribution The term designated Roth contribution means any elective deferral which (A) is excludable from gross income of an employee without regard to this section, and (B) the employee designates (at such time and in such manner as the Secretary may prescribe) as not being so excludable. (2) Designation limits The amount of elective deferrals which an employee may designate under paragraph (1) shall not exceed the excess (if any) of (A) the maximum amount of elective deferrals excludable from gross income of the employee for the taxable year (without regard to this section), over (B) the aggregate amount of elective deferrals of the employee for the taxable year which the employee does not designate under paragraph (1). (3) Rollover contributions (A) In general A rollover contribution of any payment or distribution from a designated Roth account which is otherwise allowable under this chapter may be made only if the contribution is to (i) another designated Roth account of the individual from whose account the payment or distribution was made, or (ii) a Roth IRA of such individual. (B) Coordination with limit Any rollover contribution to a designated Roth account under subparagraph (A) shall not be taken into account for purposes of paragraph (1). (4) Taxable rollovers to designated Roth accounts (A) In general Notwithstanding sections 402(c), 403(b)(8), and 457(e)(16), in the case of any distribution to which this paragraph applies (i) there shall be included in gross income any amount which would be includible were it not part of a qualified rollover contribution, (ii) section 72(t) shall not apply, and (iii) unless the taxpayer elects not to have this clause apply, any amount required to be included in gross income for any taxable year beginning in 2010 by reason of this paragraph shall be so included ratably over the 2-taxable-year period beginning with the first taxable year beginning in 2011. Any election under clause (iii) for any distributions during a taxable year may not be changed after the due date for such taxable year. (B) Distributions to which paragraph applies In the case of an applicable retirement plan which includes a qualified Roth contribution program, this paragraph shall apply to a distribution from such plan other than from a designated Roth account which is contributed in a qualified rollover contribution (within the meaning of section 408A(e)) to the designated Roth account maintained under such plan for the benefit of the individual to whom the distribution is made. (C) Coordination with limit Any distribution to which this paragraph applies shall not be taken into account for purposes of paragraph (1). (D) Other rules The rules of subparagraphs (D), (E), and (F) of section 408A(d)(3) (as in effect for taxable years beginning after 2009) shall apply for purposes of this paragraph. (E) Special rule for certain transfers In the case of an applicable retirement plan which includes a qualified Roth contribution program (i) the plan may allow an individual to elect to have the plan transfer any amount not otherwise distributable under the plan to a designated Roth account maintained for the benefit of the individual, (ii) such transfer shall be treated as a distribution to which this paragraph applies which was contributed in a qualified rollover contribution (within the meaning of section 408A(e)) to such account, and (iii) the plan shall not be treated as violating the provisions of section 401(k)(2)(B)(i), 403(b)(7)(A)(ii), 403(b)(11), or 457(d)(1)(A), or of section 8433 of title 5 , United States Code, solely by reason of such transfer.	Income Taxes - NORMAL TAXES AND SURTAXES	Deferred Compensation, Etc. - PENSION, PROFIT - General Rule	Optional treatment of elective deferrals as Roth contributions - Definitions and rules relating to designated Roth contributions	term designated roth contribution means, qualified roth contribution program, designated roth account maintained, designated roth contribution, designated roth accounts, designated roth contributions, designated roth account, 2-taxable-year period beginning, united states code, qualified rollover contribution, taxable years beginning, taxable year beginning, applicable retirement plan, elective deferrals excludable, rollover contribution, roth ira, rollover contributions, taxable year, elective deferrals, taxable rollovers, elective deferral, taxpayer elects, gross income, due date, designation limits, special rule, maximum amount, aggregate amount, general notwithstanding, amount required, rules relating, included ratably, employee designates, contribution, plan transfer, account, excludable, plan, amount, general, rules, transfer, included, employee, coordination, designate, includible, violating, provisions, benefit, secretary, exceed, individual, election, distributable, contributed, prescribe, excess, 408a, solely, changed, reason, elect, apply, part, made, limit, applies, distribution, treated, purposes, manner, distributions, allowable, effect, includes, meaning, transfers, payment, title 5, time, definitions
6	what is the maximum allowed IRA limit	4	(b) Maximum deduction (1) In general Except as provided in paragraph (2), the deduction allowed by subsection (a) for the taxable year shall not exceed $2,500. (2) Limitation based on modified adjusted gross income (A) In general The amount which would (but for this paragraph) be allowable as a deduction under this section shall be reduced (but not below zero) by the amount determined under subparagraph (B). (B) Amount of reduction The amount determined under this subparagraph is the amount which bears the same ratio to the amount which would be so taken into account as (i) the excess of (I) the taxpayers modified adjusted gross income for such taxable year, over (II) $50,000 ($100,000 in the case of a joint return), bears to (ii) $15,000 ($30,000 in the case of a joint return). (C) Modified adjusted gross income The term modified adjusted gross income means adjusted gross income determined (i) without regard to this section and sections 199, 222, 911, 931, and 933, and (ii) after application of sections 86, 135, 137, 219, and 469.	Income Taxes - NORMAL TAXES AND SURTAXES	Computation of Taxable Income - ADDITIONAL ITEMIZED DEDUCTIONS FOR INDIVIDUALS	Interest on education loans - Maximum deduction	term modified adjusted gross income means adjusted gross income determined, taxpayers modified adjusted gross income, modified adjusted gross income, amount determined, limitation based, joint return, taxable year, maximum deduction, deduction allowed, deduction, amount, general, provided, bears, application, reduction, allowable, excess, ratio, exceed $2, account, reduced
6	what is the maximum allowed IRA limit	5	(d) Scope of judicial review Except in the case described in paragraph (2) of subsection (c), a court with which a petition is filed in accordance with this section shall have jurisdiction to determine only those partnership items to which the part of the request under section 6251 not allowed by the Secretary relates and those items with respect to which the Secretary asserts adjustments as offsets to the adjustments requested by the partnership.	Procedure and Administration - ASSESSMENT	Treatment of Electing Large Partnerships - PARTNERSHIP LEVEL ADJUSTMENTS - Claims for Adjustments by Partnership	Judicial review where administrative adjustment request is not allowed in full - Scope of judicial review	secretary asserts adjustments, adjustments requested, secretary relates, judicial review, partnership items, partnership, items, court, accordance, jurisdiction, request, offsets, determine, filed, scope, part, allowed, respect, petition
7	are there any limitations on employer provided benefits?	1	(a) Coverage of current recipients The last signatory operator of any individual who, as of February 1, 1993 , is receiving retiree health benefits from an individual employer plan maintained pursuant to a 1978 or subsequent coal wage agreement shall continue to provide health benefits coverage to such individual and the individuals eligible beneficiaries which is substantially the same as (and subject to all the limitations of) the coverage provided by such plan as of January 1, 1992 . Such coverage shall continue to be provided for as long as the last signatory operator (and any related person) remains in business.	Coal Industry Health Benefits - COAL INDUSTRY HEALTH BENEFITS	Health Benefits of Certain Miners - INDIVIDUAL EMPLOYER PLANS	Continued obligations of individual employer plans - Coverage of current recipients	individual employer plan maintained pursuant, subsequent coal wage agreement, receiving retiree health benefits, provide health benefits coverage, individuals eligible beneficiaries, current recipients, related person, signatory operator, coverage provided, plan, individual, coverage, provided, january 1, long, substantially, subject, remains, limitations, business, february 1, continue
7	are there any limitations on employer provided benefits?	2	(b) Coverage of eligible recipients (1) In general The last signatory operator of any individual who, as of February 1, 1993 , is not receiving retiree health benefits under the individual employer plan maintained by the last signatory operator pursuant to a 1978 or subsequent coal wage agreement, but has met the age and service requirements for eligibility to receive benefits under such plan as of such date, shall, at such time as such individual becomes eligible to receive benefits under such plan, provide health benefits coverage to such individual and the individuals eligible beneficiaries which is described in paragraph (2). This paragraph shall not apply to any individual who retired from the coal industry after September 30, 1994 , or any eligible beneficiary of such individual. (2) Coverage Subject to the provisions of subsection (d), health benefits coverage is described in this paragraph if it is substantially the same as (and subject to all the limitations of) the coverage provided by the individual employer plan as of January 1, 1992 . Such coverage shall continue for as long as the last signatory operator (and any related person) remains in business.	Coal Industry Health Benefits - COAL INDUSTRY HEALTH BENEFITS	Health Benefits of Certain Miners - INDIVIDUAL EMPLOYER PLANS	Continued obligations of individual employer plans - Coverage of eligible recipients	subsequent coal wage agreement, receiving retiree health benefits, provide health benefits coverage, individual employer plan maintained, health benefits coverage, individuals eligible beneficiaries, signatory operator pursuant, individual employer plan, coal industry, receive benefits, signatory operator, coverage provided, service requirements, eligible recipients, related person, eligible beneficiary, coverage subject, plan, coverage, eligible, individual, subject, limitations, retired, january 1, general, long, substantially, apply, business, september 30, provisions, eligibility, met, date, february 1, age, continue, time, remains
